X,Y,OBJECTID_1,OBJECTID,StaType,StnType,ZipCode,State,City,Address2,Address1,Name,Code,StationNam
-9422620.1537,5371788.2363,1,1,Station Building (with waiting room),BUS,48801,MI,Alma,Transportation Center,1105 Willow Run Drive, ,AAM,"Alma, MI"
-8216400.9474,5273162.5962,2,2,Curbside Bus Stop only (no shelter),BUS,12211,NY,Albany, ,737 Albany Shaker Road,Albany Intl Airport,ABA,"Albany, NY"
-10053783.5084,5610281.9095,3,3,Curbside Bus Stop only (no shelter),BUS,54421,WI,Colby, ,1210 North Division St., ,ABB,"Abbotsford-Colby, WI"
-8478455.5495,4794767.2972,4,4,Station Building (with waiting room),TRAIN,21001,MD,Aberdeen, ,18 East Bel Air Avenue, ,ABE,"Aberdeen, MD"
-11871999.3867,4175039.2734,5,6,Station Building (with waiting room),TRAIN,87102,NM,Albuquerque, ,320 1st Street SW, ,ABQ,"Albuquerque, NM"
-13560499.2263,4581927.2388,6,7,Platform with Shelter,TRAIN,94509,CA,Antioch, ,100 I Street, ,ACA,"Antioch-Pittsburg, CA"
-10088263.0881,4521971.9435,7,8,Station Building (with waiting room),TRAIN,63621,MO,Arcadia, ,13700 Highway 21, ,ACD,"Arcadia, MO"
-10811963.1731,4051984.2427,8,10,Station Building (with waiting room),TRAIN,73401,OK,Ardmore, ,251 East Main Street, ,ADM,"Ardmore, OK"
-7770003.9757,5520688.1742,9,11,Curbside Bus Stop only (no shelter),BUS,04330,ME,Augusta, ,9 Industrial Drive, ,AGM,"Augusta, ME"
-13657744.3396,5188844.52,10,12,Curbside Bus Stop only (no shelter),BUS,97520,OR,Ashland, ,499 Stadium Street,Southern Oregon University,AHL,"Ashland, OR"
-8306520.1112,5183143.068,11,13,Curbside Bus Stop only (no shelter),BUS,12406,NY,Arkville, ,43365 State Highway 28, ,AKV,"Arkville, NY"
-9199398.9684,4647582.8889,12,14,Platform with Shelter,TRAIN,41101,KY,Ashland, ,99 15th Street, ,AKY,"Ashland, KY"
-9438846.5578,5691091.7661,13,15,Curbside Bus Stop only (no shelter),BUS,49706,MI,Alanson, ,7640 Burr Avenue, ,ALA,"Alanson, MI"
-8208827.0999,5257492.7455,14,16,Station Building (with waiting room),TRAIN,12144,NY,Rensselaer, ,525 East Street, ,ALB,"Albany-Rensselaer, NY"
-9027221.1912,5000737.8502,15,17,Platform only (no shelter),TRAIN,44601,OH,Alliance, ,820 East Main Street, ,ALC,"Alliance, OH"
-8977344.6756,4540549.3323,16,18,Platform with Shelter,TRAIN,24910,WV,Alderson, ,1 C&O Plaza on Railroad Avenue, ,ALD,"Alderson, WV"
-9434974.6047,5198081.6448,17,19,Station Building (with waiting room),TRAIN,49224,MI,Albion, ,300 North Eaton Street, ,ALI,"Albion, MI"
-9292557.4456,5631320.5973,18,20,Curbside Bus Stop only (no shelter),BUS,49707,MI,Alpena, ,1180 Michigan Highway 32 West, ,ALM,"Alpena, MI"
-10036265.1951,4710363.8408,19,21,Station Building (with waiting room),TRAIN,62002,IL,Alton, ,1 Golf Road, ,ALN,"Alton, IL"
-11539547.8486,3549561.5082,20,22,Station Building (with waiting room),TRAIN,79830,TX,Alpine, ,102 West Holland Avenue, ,ALP,"Alpine, TX"
-8727628.7304,4940989.6483,21,23,Station Building (with waiting room),TRAIN,16601,PA,Altoona, ,1231 11th Avenue, ,ALT,"Altoona, PA"
-8578539.5907,4693993.6752,22,24,Station Building (with waiting room),TRAIN,22301,VA,Alexandria, ,110 Callahan Drive, ,ALX,"Alexandria, VA"
-13703739.7163,5563532.8493,23,25,Station Building (with waiting room),TRAIN,97321,OR,Albany, ,110 10th Avenue SW, ,ALY,"Albany, OR"
-8262077.132,5304931.3773,24,26,Station Building (with waiting room),TRAIN,12010,NY,Amsterdam, ,466 West Main Street, ,AMS,"Amsterdam, NY"
-13122043.2502,4002488.538,25,27,Station Building (with waiting room),TRAIN,92806,CA,Anaheim, ,2626 East Katella Avenue, ,ANA,"Anaheim, CA"
-8324968.2061,5189433.7967,26,28,Curbside Bus Stop only (no shelter),BUS,13731,NY,Andes, ,85 Main Street, ,AND,"Andes, NY"
-9841295.1223,5506282.2736,27,29,Station Building (with waiting room),BUS,54911,WI,Appleton, ,100 East Washington Street, ,APP,"Appleton, WI"
-9322245.7752,5204173.4285,28,30,Station Building (with waiting room),TRAIN,48104,MI,Ann Arbor, ,325 Depot Street, ,ARB,"Ann Arbor, MI"
-13812947.532,4992985.0706,29,31,Curbside Bus Stop only (no shelter),BUS,95521,CA,Arcata, ,925 E Street, ,ARC,"Arcata, CA"
-8381289.0803,4867146.4618,30,32,Station Building (with waiting room),TRAIN,19003,PA,Ardmore, ,39 Station Avenue, ,ARD,"Ardmore, PA"
-10358644.93,4044109.6687,31,33,Station Building (with waiting room),TRAIN,71923,AR,Arkadelphia, ,798 South 5th Street, ,ARK,"Arkadelphia, AR"
-13478920.184,4707878.6623,32,34,Platform with Shelter,TRAIN,95603,CA,Auburn, ,277 Nevada Street, ,ARN,"Auburn, CA"
-13785060.4338,5810883.9416,33,35,Curbside Bus Stop only (no shelter),BUS,97103,OR,Astoria, ,900 Marine Drive, ,ART,"Astoria, OR"
-8625179.5705,4545521.2959,34,36,Platform with Shelter,TRAIN,23005,VA,Ashland, ,112 North Railroad Avenue, ,ASD,"Ashland, VA"
-8889497.5869,5359800.1263,35,37,Station Building (with waiting room),TRAIN,L7T 4A8,ON,Aldershot, ,1199 Waterdown Road, ,AST,"Aldershot, ON"
-13432341.0543,4230528.7,36,38,Curbside Bus Stop only (no shelter),BUS,93422,CA,Atascadero, ,6000 Capistrano Avenue, ,ATA,"Atascadero, CA"
-9394528.0347,4001904.9388,37,39,Station Building (with waiting room),TRAIN,30309,GA,Atlanta, ,"1688 Peachtree Street, NW", ,ATL,"Atlanta, GA"
-9554791.1885,3981783.9434,38,40,Station Building (with waiting room),TRAIN,36201,AL,Anniston, ,126 West 4th Street, ,ATN,"Anniston, AL"
-7822020.6947,5471279.1307,39,42,Station Building (with waiting room),BUS,04210,ME,Auburn, ,1707 S. Washington Street, ,AUR,"Auburn, ME"
-10882253.6316,3538232.9055,40,43,Station Building (with waiting room),TRAIN,78703,TX,Austin, ,250 North Lamar Boulevard, ,AUS,"Austin, TX"
-8654676.3896,5298463.8939,41,44,Curbside Bus Stop only (no shelter),BUS,14414,NY,Avon, ,68 Genesee Street, ,AVO,"Avon, NY"
-8400444.2806,4954340.9773,42,45,Station Building (with waiting room),BUS,18101,PA,Allentown, ,325 Hamilton Street, ,AWN,"Allentown, PA"
-8607070.8119,5211332.5817,43,46,Curbside Bus Stop only (no shelter),BUS,14810,NY,Bath, ,51 Liberty Street, ,BAH,"Bath, NY"
-13114899.9245,5587197.3973,44,47,Station Building (with waiting room),BUS,97814,OR,Baker City, ,515 Campbell Street, ,BAK,"Baker City, OR"
-8528819.6186,4765787.1622,45,48,Station Building (with waiting room),TRAIN,21201,MD,Baltimore, ,1500 North Charles Street,Penn Station,BAL,"Baltimore, MD"
-9585905.1787,5208211.1272,46,49,Station Building (with waiting room),TRAIN,49013,MI,Bangor, ,541 Railroad Street, ,BAM,"Bangor, MI"
-7659754.6763,5592698.6119,47,50,Station Building (with waiting room),BUS,04401,ME,Bangor, ,1039 Union Street, ,BAN,"Bangor, ME"
-13027213.1756,4150954.7548,48,51,Platform with Shelter,TRAIN,92311,CA,Barstow, ,685 North First Avenue,Harvey House Rail Depot,BAR,"Barstow, CA"
-13024207.4373,4149116.6026,49,52,Curbside Bus Stop only (no shelter),BUS,92311,CA,Barstow, ,1611 East Main St,McDonald's restaurant,BBS,"Barstow, CA"
-7912125.047,5213149.9743,50,53,Station Building (with waiting room),TRAIN,02116,MA,Boston, ,145 Dartmouth Street,Back Bay Station,BBY,"Boston, MA"
-13205655.3586,5410256.1584,51,54,Curbside Bus Stop only (no shelter),BUS,97720,OR,Buchanan, ,42456 U.S. Highway 20, ,BCH,"Buchanan, OR"
-8604862.2056,4692674.953,52,55,Platform with Shelter,TRAIN,22015,VA,Burke,Virginia Railway Express Station,10399 Premier Court, ,BCV,"Burke Centre, VA"
-9338249.9748,5404033.7001,53,56,Station Building (with waiting room),BUS,48708,MI,Bay City, ,1124 Washington Avenue, ,BCY,"Bay City, MI"
-9185223.369,3189653.301,54,57,Curbside Bus Stop only (no shelter),BUS,34222,FL,Ellenton, ,1526 51st Avenue East, ,BDT,"Bradenton-Ellenton, FL"
-13637892.2151,6227529.4419,55,58,Station Building (with waiting room),TRAIN,98225,WA,Bellingham, ,401 Harris Avenue, ,BEL,"Bellingham, WA"
-12278196.3653,3759210.9828,56,59,Platform with Shelter,TRAIN,85602,AZ,Benson, ,105 East 4th Street, ,BEN,"Benson, AZ"
-8100193.3721,5106549.9428,57,60,Platform with Shelter,TRAIN,06037,CT,Berlin, ,51 Depot Road, ,BER,"Berlin, CT"
-9906223.7708,5234675.336,58,61,Curbside Bus Stop only (no shelter),BUS,61080,IL,South Beloit, ,15766 Manchester Road, ,BET,"South Beloit, IL"
-13247934.7211,4214569.8659,59,62,Station Building (with waiting room),TRAIN,93301,CA,Bakersfield, ,601 Truxtun Avenue, ,BFD,"Bakersfield, CA"
-7683937.3942,5531090.8838,60,63,Curbside Bus Stop only (no shelter),BUS,04915,ME,Belfast, ,22 Belmont Avenue, ,BFT,"Belfast, ME"
-11873314.7508,5520906.8874,61,64,Curbside Bus Stop only (no shelter),BUS,82834,WY,Buffalo, ,187 US Hwy 16, ,BFW,"Buffalo, WY"
-8780185.8157,5293490.0945,62,65,Station Building (with waiting room),TRAIN,14203,NY,Buffalo, ,75 Exchange Street,Exchange Street Station,BFX,"Buffalo, NY"
-9515992.7479,5415031.5263,63,66,Curbside Bus Stop only (no shelter),BUS,49307,MI,Big Rapids, ,14219 Northland Drive, ,BGP,"Big Rapids, MI"
-9663314.1411,3963588.21,64,67,Station Building (with waiting room),TRAIN,35203,AL,Birmingham,1801 Morris Avenue,Intermodal Facility, ,BHM,"Birmingham, AL"
-13425527.4235,5436709.4856,65,68,Curbside Bus Stop only (no shelter),BUS,97712,OR,Brothers, ,34100 U.S. Highway 20, ,BHS,"Brothers, OR"
-9895163.5223,3554828.383,66,69,Station Building (with waiting room),BUS,39530,MS,Biloxi, ,820 Martin Luther King Jr. Boulevard, ,BIG,"Biloxi, MS"
-7924548.5434,5536758.09,67,70,Curbside Bus Stop only (no shelter),BUS,03570,NH,Berlin, ,318 Glen Avenue, ,BIN,"Berlin, NH"
-8779792.8412,5007729.5723,68,71,Curbside Bus Stop only (no shelter),BUS,15715,PA,Big Run, ,401 East Main Street, ,BIR,"Big Run, PA"
-13835713.0597,5169191.4715,69,72,Station Building (with waiting room),BUS,97415,OR,Brookings, ,Highway 101 & 5th Street, ,BKO,"Brookings, OR"
-13704993.3076,5719322.5716,70,73,Curbside Bus Stop only (no shelter),BUS,97106,OR,Banks, ,118 Sunset Avenue, ,BKS,"Banks, OR"
-13614453.8973,4560690.8897,71,74,Platform with Shelter,TRAIN,94710,CA,Berkeley, ,700 University Avenue, ,BKY,"Berkeley, CA"
-8064495.7705,5332779.1118,72,75,Station Building (with waiting room),TRAIN,05101,VT,Bellows Falls, ,54 Depot Street, ,BLF,"Bellows Falls, VT"
-8952132.1358,4471202.5146,73,76,Platform with Shelter,BUS,24061,VA,Blacksburg, ,291 Alumni Mall,Virginia Tech,BLK,"Blacksburg, VA"
-8818705.6902,4930776.2915,74,77,Curbside Bus Stop only (no shelter),BUS,15717,PA,Blairsville, ,1601 Old William Penn Highway, ,BLS,"Blairsville, PA"
-10478211.3096,3513382.2796,75,78,Platform with Shelter,TRAIN,77704,TX,Beaumont, ,2555 West Cedar Street, ,BMT,"Beaumont, TX"
-8842611.8615,4313595.3248,76,79,Station Building (with waiting room),TRAIN,27217,NC,Burlington, ,101 North Main Street, ,BNC,"Burlington, NC"
-13503196.7197,5474457.1408,77,80,Curbside Bus Stop only (no shelter),BUS,97701,OR,Bend, ,334 Hawthorne Avenue, ,BND,"Bend, OR"
-13521838.7662,5734798.8875,78,81,Platform with Shelter,TRAIN,98605,WA,Bingen, ,Highway 14 and Walnut Street, ,BNG,"Bingen-White Salmon, WA"
-8147834.3535,5293539.9558,79,82,Curbside Bus Stop only (no shelter),BUS,05201,VT,Bennington, ,215 Pleasant Street,Green Mountain Express Bus Term,BNI,"Bennington, VT"
-9905688.3018,4940189.3859,80,83,Station Building (with waiting room),TRAIN,61761,IL,Normal, ,11 Uptown Circle, ,BNL,"Bloomington-Normal, IL"
-8151043.1391,5298035.621,81,84,Station Building (with waiting room),TRAIN,05201,VT,Bennington, ,51 Hannaford Square,Hampton Inn,BNN,"Bennington, VT"
-13254193.3355,5401246.0715,82,85,Curbside Bus Stop only (no shelter),BUS,97720,OR,Burns, ,230 Hines Boulevard, ,BNS,"Burns, OR"
-12934105.882,5399390.1737,83,86,Curbside Bus Stop only (no shelter),BUS,83705,ID,Boise, ,3353 South Federal Way, ,BOI,"Boise, ID"
-7910487.9822,5215999.8334,84,87,Station Building (with waiting room),TRAIN,02114,MA,Boston, ,135 Causeway Street,North Station,BON,"Boston, MA"
-7909840.325,5213902.2007,85,88,Station Building (with waiting room),TRAIN,02110,MA,Boston, ,2 South Station,South Station,BOS,"Boston, MA"
-8076952.4236,5289298.3523,86,89,Station Building (with waiting room),TRAIN,05301,VT,Brattleboro, ,10 Vernon Road, ,BRA,"Brattleboro, VT"
-10067854.5035,3708692.1642,87,90,Station Building (with waiting room),TRAIN,39601,MS,Brookhaven, ,440 North Railroad Avenue, ,BRH,"Brookhaven, MS"
-7934570.8442,5111471.1714,88,91,Platform only (no shelter),BUS,02809,RI,Bristol, ,147 Thames Street, ,BRI,"Bristol, RI"
-7788528.4328,5451740.8869,89,92,Station Building (with waiting room),TRAIN,04011,ME,Brunswick, ,16 Station Avenue, ,BRK,"Brunswick, ME"
-10141423.5353,4983738.604,90,93,Station Building (with waiting room),TRAIN,52601,IA,Burlington, ,300 South Main Street, ,BRL,"Burlington, IA"
-12580567.9116,6196170.0773,91,94,Platform with Shelter,TRAIN,59417,MT,Browning, ,Heart Butte Road and Depot Road, ,BRO,"Browning, MT"
-8147199.709,5038634.3077,92,95,Station Building (with waiting room),TRAIN,06604,CT,Bridgeport, ,525 Water Street, ,BRP,"Bridgeport, CT"
-10710055.1384,3552776.4382,93,96,Station Building (with waiting room),BUS,77802,TX,Bryan, ,3370 Texas Avenue, ,BRY,"Bryan, TX"
-8580086.174,5112162.4765,94,97,Curbside Bus Stop only (no shelter),BUS,16912,PA,Blossburg, ,U.S. Highway 15 exit ramp, ,BSS,"Blossburg, PA"
-9483065.8646,5208803.3837,95,98,Station Building (with waiting room),TRAIN,49017,MI,Battle Creek, ,119 McCamly Street South, ,BTL,"Battle Creek, MI"
-10149708.1865,3561492.5522,96,99,Station Building (with waiting room),BUS,70802,LA,Baton Rouge, ,1253 Florida Boulevard, ,BTR,"Baton Rouge, LA"
-8763803.5891,5297830.8675,97,100,Station Building (with waiting room),TRAIN,14043,NY,Depew, ,55 Dick Road,Depew Station,BUF,"Buffalo, NY"
-13379111.9528,4111097.115,98,101,Curbside Bus Stop only (no shelter),BUS,93427,CA,Buellton, ,237 East Highway 246, ,BUL,"Buellton, CA"
-13175082.4359,4054757.0898,99,102,Platform with Shelter,TRAIN,91505,CA,Burbank, ,3750 Empire Avenue,Hollywood Burbank Airport,BUR,"Burbank, CA"
-11811742.8406,4695197.9064,100,103,Curbside Bus Stop only (no shelter),BUS,81211,CO,Buena Vista, ,27318 County Road 314, ,BUV,"Buena Vista, CO"
-9887057.455,5381646.645,101,104,Curbside Bus Stop only (no shelter),BUS,53916,WI,Beaver Dam, ,817 Park Avenue, ,BVD,"Beaver Dam, WI"
-13668050.2566,5702207.3788,102,105,Curbside Bus Stop only (no shelter),BUS,97225,OR,Beaverton, ,10470 Southwest Barnes Road, ,BVT,"Beaverton, OR"
-8537570.6683,4749264.4833,103,106,Station Building (with waiting room),TRAIN,21240,MD,Baltimore, ,7 Amtrak Way, ,BWI,"BWI Marshall Airport, MD"
-13334007.414,6124106.0088,104,107,Curbside Bus Stop only (no shelter),BUS,98812,WA,Brewster, ,405 Highway 97, ,BWW,"Brewster, WA"
-9412263.7441,5083450.0296,105,108,Station Building (with waiting room),TRAIN,43506,OH,Bryan, ,Paige and Lynn Street, ,BYN,"Bryan, OH"
-8975155.4439,4062173.2199,106,109,Station Building (with waiting room),TRAIN,29020,SC,Camden, ,1060 West Dekalb Street, ,CAM,"Camden, SC"
-11836020.683,5290145.0634,107,110,Station Building (with waiting room),BUS,82601,WY,Casper, ,601 North Center Street, ,CAS,"Casper, WY"
-7917773.9675,5462085.7506,108,111,Curbside Bus Stop only (no shelter),BUS,03818,NH,Conway, ,13 West Main Street, ,CAY,"Conway, NH"
-13799370.7718,5762659.3818,109,112,Curbside Bus Stop only (no shelter),BUS,97110,OR,Cannon Beach, ,1170 South Hemlock Street, ,CBO,"Cannon Beach, OR"
-10840552.573,3809308.6383,110,113,Platform with Shelter,TRAIN,76031,TX,Cleburne, ,206 North Border Street, ,CBR,"Cleburne, TX"
-9908839.0107,5363962.0848,111,114,Station Building (with waiting room),TRAIN,53925,WI,Columbus, ,359 North Ludington Street, ,CBS,"Columbus, WI"
-13827406.7571,5368313.9006,112,115,Curbside Bus Stop only (no shelter),BUS,97420,OR,Coos Bay, ,126 East Market Avenue, ,CBY,"Coos Bay, OR"
-13001974.5845,4018265.8453,113,116,Curbside Bus Stop only (no shelter),BUS,92230,CA,Cabazon, ,49500 Seminole Drive, ,CBZ,"Cabazon, CA"
-8465668.4921,4659090.4171,114,117,Curbside Bus Stop only (no shelter),BUS,21613,MD,Cambridge, ,100 Heron Boulevard, ,CDE,"Cambridge, MD"
-9931550.2493,4540543.3674,115,118,Station Building (with waiting room),TRAIN,62901,IL,Carbondale, ,401 South Illinois Avenue, ,CDL,"Carbondale, IL"
-7689798.3659,5496305.875,116,119,Curbside Bus Stop only (no shelter),BUS,04856,ME,Rockport, ,20 Commercial Street, ,CDN,"Camden-Rockport, ME"
-9922587.9217,4654219.6624,117,120,Station Building (with waiting room),TRAIN,62801,IL,Centralia, ,110 South Oak St., ,CEN,"Centralia, IL"
-8731381.3157,5015454.8715,118,121,Station Building (with waiting room),BUS,16830,PA,Clearfield, ,314 East Cherry Street, ,CFD,"Clearfield, PA"
-13065030.9463,5921806.2704,119,122,Curbside Bus Stop only (no shelter),BUS,99111,WA,Colfax, ,610 South Main St., ,CFX,"Colfax, WA"
-13324908.3979,4475675.7067,120,123,Curbside Bus Stop only (no shelter),BUS,93614,CA,Coarsegold, ,35305 Highway 41, ,CGD,"Coarsegold, CA"
-9403857.8317,5723917.3244,121,124,Curbside Bus Stop only (no shelter),BUS,49721,MI,Cheboygan, ,403 North Huron Street, ,CHB,"Cheboygan, MI"
-11671703.9213,5027276.6649,122,125,Station Building (with waiting room),BUS,82007,WY,Cheyenne, ,3306 W College Drive, ,CHD,"Cheyenne, WY"
-9755978.8085,5142825.357,123,126,Station Building (with waiting room),TRAIN,60606,IL,Chicago, ,225 South Canal Street,Union Station,CHI,"Chicago, IL"
-9490871.1798,5671796.0585,124,127,Station Building (with waiting room),BUS,49720,MI,Charlevoix, ,103 Bridge Park Drive, ,CHL,"Charlevoix, MI"
-9822984.5714,4882791.6694,125,128,Station Building (with waiting room),TRAIN,61820,IL,Champaign, ,45 East University Avenue, ,CHM,"Champaign-Urbana, IL"
-10177696.2749,5603137.3545,126,129,Curbside Bus Stop only (no shelter),BUS,54729,WI,Chippewa Falls, ,2750 120th Street, ,CHP,"Chippewa Falls, WI"
-8905342.2877,3878787.5752,127,130,Station Building (with waiting room),TRAIN,29405,SC,North Charleston,North Charleston Transit Center,4565 Gaynor Avenue, ,CHS,"Charleston, SC"
-9087955.9898,4628473.2734,128,131,Station Building (with waiting room),TRAIN,25314,WV,Charleston, ,350 MacCorkle Avenue - Southeast, ,CHW,"Charleston, WV"
-13563820.6904,4825808.895,129,132,Platform only (no shelter),TRAIN,95928,CA,Chico, ,450 Orange Street, ,CIC,"Chico, CA"
-9410623.0949,4737431.0041,130,133,Station Building (with waiting room),TRAIN,45203,OH,Cincinnati, ,1301 Western Avenue,Union Terminal,CIN,"Cincinnati, OH"
-8057042.5958,5368205.8861,131,134,Platform with Shelter,TRAIN,03743,NH,Claremont, ,Plains Road and Maple Avenue, ,CLA,"Claremont, NH"
-9021386.4407,4028037.1656,132,135,Station Building (with waiting room),TRAIN,29201,SC,Columbia, ,850 Pulaski Street, ,CLB,"Columbia, SC"
-9505543.8593,5507384.62,133,136,Curbside Bus Stop only (no shelter),BUS,49601,MI,Cadillac, ,951 Casa Road, ,CLC,"Cadillac, MI"
-9094376.7038,5087235.0294,134,137,Station Building (with waiting room),TRAIN,44114,OH,Cleveland, ,200 Cleveland Memorial Shoreway, ,CLE,"Cleveland, OH"
-8886341.7441,4553257.9354,135,138,Station Building (with waiting room),TRAIN,24422,VA,Clifton Forge, ,307 East Ridgeway Street, ,CLF,"Clifton Forge, VA"
-13597121.4189,5298420.7024,136,139,Curbside Bus Stop only (no shelter),BUS,97604,OR,Crater Lake, ,Rim Drive, ,CLK,"Crater Lake, OR"
-13104181.9261,4041494.6267,137,140,Platform with Shelter,BUS,91711,CA,Claremont, ,200 West First Street, ,CLM,"Claremont, CA"
-8682188.1966,4646372.1206,138,141,Station Building (with waiting room),TRAIN,22701,VA,Culpeper, ,111 South Commerce Street, ,CLP,"Culpeper, VA"
-9436271.6062,5440865.7957,139,142,Curbside Bus Stop only (no shelter),BUS,48617,MI,Clare, ,10197 South Clare Avenue, ,CLR,"Clare, MI"
-8997154.6366,4196736.3699,140,143,Station Building (with waiting room),TRAIN,28206,NC,Charlotte, ,1914 North Tryon Street, ,CLT,"Charlotte, NC"
-13693617.6643,4692794.3946,141,144,Curbside Bus Stop only (no shelter),BUS,95425,CA,Cloverdale, ,501 Asti Road, ,CLV,"Cloverdale, CA"
-13250818.3303,4057834.1865,142,145,Platform only (no shelter),TRAIN,93010,CA,Camarillo, ,30 Lewis Road, ,CML,"Camarillo, CA"
-13556666.5797,5345027.8351,143,146,Platform with Shelter,TRAIN,97731,OR,Chemult, ,Palmer/Kranz Street and Depot Street, ,CMO,"Chemult, OR"
-7963203.9066,5344411.8764,144,147,Station Building (with waiting room),BUS,03301,NH,Concord, ,30 Stickney Avenue, ,CNH,"Concord, NH"
-13289975.0954,4281971.194,145,148,Platform only (no shelter),TRAIN,93219,CA,Allensworth, ,4011 Grant Drive, ,CNL,"Col Allensworth State Park, CA"
-8481839.2411,5250736.4951,146,149,Curbside Bus Stop only (no shelter),BUS,13045,NY,Cortland, ,32 Graham Avenue,State University of New York,CNS,"Cortland, NY"
-8145396.1275,5405807.156,147,150,Station Building (with waiting room),TRAIN,05735,VT,Castleton, ,266 Main Street, ,CNV,"Castleton, VT"
-8577312.4291,5182305.1351,148,151,Station Building (with waiting room),BUS,14870,NY,Corning, ,85 Denison Parkway East, ,CNY,"Corning, NY"
-13309031.3281,4314186.1901,149,152,Station Building (with waiting room),TRAIN,93212,CA,Corcoran, ,1099 Otis Avenue, ,COC,"Corcoran, CA"
-9477005.0468,4814629.1422,150,153,Platform with Shelter,TRAIN,47331,IN,Connersville, ,1012 Eastern Avenue, ,COI,"Connersville, IN"
-9239113.0001,4859948.5523,151,154,Station Building (with waiting room),BUS,43215,OH,Columbus, ,111 East Town Street, ,COL,"Columbus, OH"
-11668946.8407,4695190.4896,152,155,Curbside Bus Stop only (no shelter),BUS,80905,CO,Colorado Springs, ,S Tejon St and I-25, ,COS,"Colorado Springs, CO"
-8440347.4282,4863863.8859,153,156,Platform with Shelter,TRAIN,19320,PA,Coatesville, ,Third Avenue and Fleetwood Street, ,COT,"Coatesville, PA"
-8860231.766,4868891.1916,154,157,Platform with Shelter,TRAIN,15425,PA,Connellsville, ,North Water Street & West Peach Street, ,COV,"Connellsville, PA"
-13464436.1829,4735887.8234,155,158,Station Building (with waiting room),TRAIN,95713,CA,Colfax,at Church Street,99 Railroad Street, ,COX,"Colfax, CA"
-13305238.0985,4082205.7851,156,159,Platform with Shelter,TRAIN,93013,CA,Carpinteria, ,475 Linden Avenue, ,CPN,"Carpinteria, CA"
-8341285.7602,5265992.6447,157,160,Curbside Bus Stop only (no shelter),BUS,13326,NY,Cooperstown, ,72 Elm Street, ,CPT,"Cooperstown, NY"
-13825155.9575,5123958.7519,158,161,Curbside Bus Stop only (no shelter),BUS,95531,CA,Crescent City, ,1001 Front Street, ,CRC,"Crescent City, CA"
-8479971.6334,5251335.0453,159,162,Curbside Bus Stop only (no shelter),BUS,13045,NY,Cortland, ,60 Central Avenue,Cortland County Office Building,CRD,"Cortland, NY"
-9673573.8444,4872441.9171,160,163,Platform with Shelter,TRAIN,47933,IN,Crawfordsville, ,400 North Green Street, ,CRF,"Crawfordsville, IN"
-9708995.7975,4373032.7264,161,165,Station Building (with waiting room),BUS,37043,TN,Clarksville, ,750 S Gateway Plaza Blvd, ,CRK,"Clarksville, TN"
-13570826.6527,4375047.9068,162,166,Curbside Bus Stop only (no shelter),BUS,93923,CA,Carmel, ,3645 Rio Road, ,CRM,"Carmel, CA"
-10504287.9981,5020742.0601,163,167,Station Building (with waiting room),TRAIN,50801,IA,Creston, ,116 West Adams Street, ,CRN,"Creston, IA"
-8224550.6387,5040394.0299,164,168,Station Building (with waiting room),TRAIN,10520,NY,Croton-on-Hudson, ,4 Veteran's Plaza and 1 Croton Point Avenue, ,CRT,"Croton-Harmon, NY"
-10006429.1176,4761758.5596,165,169,Station Building (with waiting room),TRAIN,62626,IL,Carlinville, ,128 Alton Road, ,CRV,"Carlinville, IL"
-9220872.2556,4121984.6387,166,170,Station Building (with waiting room),TRAIN,29631,SC,Clemson, ,1105 Tiger Boulevard, ,CSN,"Clemson, SC"
-13715370.8577,5797359.3926,167,171,Curbside Bus Stop only (no shelter),BUS,97016,OR,Clatskanie, ,401 West Columbia River Highway, ,CTK,"Clatskanie, OR"
-13687073.8991,5896080.1944,168,172,Station Building (with waiting room),TRAIN,98531,WA,Centralia, ,210 Railroad Avenue, ,CTL,"Centralia, WA"
-8367978.4175,5557862.3074,169,173,Curbside Bus Stop only (no shelter),BUS,13617,NY,Canton, ,21 Miner Street,Downtown,CTO,"Canton, NY"
-8369551.2512,5559286.2389,170,174,Curbside Bus Stop only (no shelter),BUS,13617,NY,Canton, ,34 Cornell Drive,State University of New York,CTS,"Canton, NY"
-8215505.0548,5411387.9529,171,175,Curbside Bus Stop only (no shelter),BUS,12817,NY,Chestertown, ,6307 State Route 9, ,CTT,"Chestertown, NY"
-8764232.5875,4815277.3139,172,176,Curbside Bus Stop only (no shelter),BUS,21502,MD,Cumberland, ,12401 Willowbrook Road SE,Allegany College of Maryland,CUA,"Cumberland, MD"
-8767300.7763,4815302.7598,173,177,Station Building (with waiting room),TRAIN,21502,MD,Cumberland, ,201 East Harrison Street,Amtrak Station,CUM,"Cumberland, MD"
-12504696.2067,6213721.7628,174,178,Station Building (with waiting room),TRAIN,59427,MT,Cut Bank, ,101 BNSF Industrial Site, ,CUT,"Cut Bank, MT"
-12455120.9412,4107024.1553,175,179,Curbside Bus Stop only (no shelter),BUS,86322,AZ,Camp Verde, ,1897 Pueblo Ridge, ,CVD,"Camp Verde, AZ"
-13764322.6374,5185428.4884,176,180,Curbside Bus Stop only (no shelter),BUS,97523,OR,Cave Junction, ,406 Redwood Coast Highway, ,CVJ,"Cave Junction, OR"
-13125502.1971,6196474.6138,177,181,Curbside Bus Stop only (no shelter),BUS,99114,WA,Colville, ,956 South Main Street, ,CVL,"Colville, WA"
